1.0,0.67523295
2.0,0.4392398
3.0,0.35373238
4.0,0.31159434
5.0,0.28733248
6.0,0.27203584
7.0,0.26184496
8.0,0.25483838
9.0,0.2499601
10.0,0.24658516
11.0,0.24432161
12.0,0.24291174
13.0,0.24217933
14.0,0.24199976
15.0,0.24228223
16.0,0.24295881
17.0,0.24397744
18.0,0.24529731
19.0,0.24688572
20.0,0.24871592
21.0,0.25076568
22.0,0.2530161
23.0,0.25545093
24.0,0.25805587
25.0,0.26081824
26.0,0.26372662
27.0,0.2667706
28.0,0.2699406
29.0,0.27322772
30.0,0.2766236
31.0,0.2801204
32.0,0.2837107
33.0,0.28738743
34.0,0.29114383
35.0,0.29497346
36.0,0.29887012
37.0,0.3028279
38.0,0.30684102
39.0,0.31090406
40.0,0.3150117
41.0,0.31915888
42.0,0.32334068
43.0,0.32755244
44.0,0.3317896
45.0,0.33604786
46.0,0.34032306
47.0,0.34461123
48.0,0.34890857
49.0,0.3532114
50.0,0.3575163
51.0,0.3618199
52.0,0.36611912
53.0,0.37041092
54.0,0.3746925
55.0,0.37896115
56.0,0.38321435
57.0,0.38744968
58.0,0.3916649
59.0,0.39585787
60.0,0.40002665
61.0,0.40416932
62.0,0.40828422
63.0,0.41236964
64.0,0.41642416
65.0,0.42044637
66.0,0.42443496
67.0,0.42838877
68.0,0.43230674
69.0,0.43618786
70.0,0.4400313
71.0,0.44383615
72.0,0.4476018
73.0,0.45132753
74.0,0.45501283
75.0,0.45865718
76.0,0.46226016
77.0,0.4658214
78.0,0.4693406
79.0,0.47281754
80.0,0.47625202
81.0,0.47964394
82.0,0.48299316
83.0,0.4862997
84.0,0.4895635
85.0,0.49278465
86.0,0.49596325
87.0,0.49909937
88.0,0.5021932
89.0,0.5052449
90.0,0.50825465
91.0,0.5112228
92.0,0.5141495
93.0,0.51703507
94.0,0.5198798
95.0,0.52268404
96.0,0.52544814
97.0,0.52817243
98.0,0.5308573
99.0,0.5335032
100.0,0.5361104
101.0,0.53867936
102.0,0.5412105
103.0,0.5437043
104.0,0.54616106
105.0,0.54858136
106.0,0.5509656
107.0,0.5533142
108.0,0.55562764
109.0,0.5579064
110.0,0.56015086
